Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Tipus_Vehicles,Nacionalitat_propietari,Nombre
2019,10,Sant Martí,72,Sant Martí de Provençals,Altres vehicles,Altres nacionalitats,3
2019,10,Sant Martí,73,la Verneda i la Pau,Turismes,Nacionalitat espanyola,8451
2019,10,Sant Martí,73,la Verneda i la Pau,Turismes,Altres nacionalitats,510
2019,10,Sant Martí,73,la Verneda i la Pau,Motos,Nacionalitat espanyola,2281
2019,10,Sant Martí,73,la Verneda i la Pau,Motos,Altres nacionalitats,136
2019,10,Sant Martí,73,la Verneda i la Pau,Ciclomotors,Nacionalitat espanyola,667
2019,10,Sant Martí,73,la Verneda i la Pau,Ciclomotors,Altres nacionalitats,55
2019,10,Sant Martí,73,la Verneda i la Pau,Furgonetes,Nacionalitat espanyola,642
2019,10,Sant Martí,73,la Verneda i la Pau,Furgonetes,Altres nacionalitats,72
2019,10,Sant Martí,73,la Verneda i la Pau,Camions,Nacionalitat espanyola,224
2019,10,Sant Martí,73,la Verneda i la Pau,Camions,Altres nacionalitats,21
2019,10,Sant Martí,73,la Verneda i la Pau,Altres vehicles,Nacionalitat espanyola,166
2019,10,Sant Martí,73,la Verneda i la Pau,Altres vehicles,Altres nacionalitats,3
2019,NC,No consta,NC,No consta,Turismes,Nacionalitat espanyola,143
2019,NC,No consta,NC,No consta,Turismes,Altres nacionalitats,12
2019,NC,No consta,NC,No consta,Motos,Nacionalitat espanyola,84
2019,NC,No consta,NC,No consta,Motos,Altres nacionalitats,6
2019,NC,No consta,NC,No consta,Ciclomotors,Nacionalitat espanyola,62
2019,NC,No consta,NC,No consta,Ciclomotors,Altres nacionalitats,2
2019,NC,No consta,NC,No consta,Furgonetes,Nacionalitat espanyola,25
2019,NC,No consta,NC,No consta,Camions,Nacionalitat espanyola,10
2019,NC,No consta,NC,No consta,Altres vehicles,Nacionalitat espanyola,3
